"","HHSIZE","URBAN","[0-4]","(4,17]","(17,49]","(49,64]","(64,100]"
"30006058",1,2,0,0,0,0,1
"30006078",2,1,0,0,0,0,2
"30006087",2,1,0,0,0,2,0
"30006097",2,1,0,0,0,1,1
"30006109",2,1,0,0,0,2,0
"30006110",2,4,0,0,0,0,2
"30006120",2,4,0,0,0,1,1
"30006123",3,4,0,0,1,2,0
"30006138",1,1,0,0,0,0,1
"30006144",2,2,0,0,0,2,0
"30006156",5,1,1,2,2,0,0
"30006170",3,1,0,0,1,2,0
"30006176",2,4,0,0,0,0,2
"30006185",2,4,0,0,0,0,2
"30006187",4,1,0,2,2,0,0
"30006198",3,1,1,1,1,0,0
"30006202",3,1,1,0,2,0,0
"30006210",2,1,0,0,2,0,0
"30006216",1,1,0,0,0,1,0
"30006219",2,4,0,0,0,0,2
"30006221",3,4,1,0,2,0,0
"30006229",2,1,0,0,0,1,1
"30006238",4,4,0,0,3,1,0
"30006271",2,1,0,0,2,0,0
"30006272",3,1,0,1,2,0,0
"30006273",4,1,0,0,2,1,1
"30006274",1,4,0,0,0,0,1
"30006275",2,1,0,0,0,0,2
"30006283",3,1,1,0,2,0,0
"30006301",4,1,0,2,0,2,0
"30006302",2,4,0,0,2,0,0
"30006309",2,4,0,0,0,0,2
"30006315",1,1,0,0,0,1,0
"30006319",7,1,1,4,2,0,0
"30006321",3,1,1,0,2,0,0
"30006326",2,4,0,0,0,0,2
"30006329",1,1,0,0,0,1,0
"30006331",1,1,0,0,1,0,0
"30006332",1,4,0,0,0,1,0
"30006334",4,1,0,2,2,0,0
"30006340",1,2,0,0,0,1,0
"30006341",1,1,0,0,0,1,0
"30006355",2,1,0,0,2,0,0
"30006371",2,4,0,1,0,1,0
"30006388",3,2,0,1,2,0,0
"30006390",4,2,0,0,3,1,0
"30006391",1,1,0,0,1,0,0
"30006392",2,1,0,0,2,0,0
"30006395",2,1,0,0,0,2,0
"30006397",2,1,0,0,0,2,0
"30006399",1,1,0,0,0,1,0
"30006404",2,1,0,0,2,0,0
"30006418",2,1,0,0,1,0,1
"30006460",2,1,0,0,2,0,0
"30006480",2,1,0,0,0,0,2
"30006510",2,1,0,1,0,1,0
"30006517",1,2,0,0,0,0,1
"30006526",1,1,0,0,0,0,1
"30006537",1,1,0,0,1,0,0
"30006538",2,1,0,0,0,0,2
"30006540",1,4,0,0,0,1,0
"30006541",4,1,0,2,1,1,0
"30006546",2,1,0,0,2,0,0
"30006551",1,4,0,0,0,0,1
"30006567",2,1,0,0,0,1,1
"30006570",1,1,0,0,0,0,1
"30006579",1,1,0,0,1,0,0
"30006583",1,1,0,0,0,0,1
"30006585",2,2,0,1,1,0,0
"30006586",2,4,0,0,0,2,0
"30006587",4,1,0,2,1,1,0
"30006596",7,1,4,1,1,1,0
"30006599",7,1,0,0,4,2,1
"30006606",2,1,0,1,1,0,0
"30006611",5,1,1,1,2,1,0
"30006614",2,4,0,0,0,1,1
"30006619",2,1,0,0,0,0,2
"30006622",1,1,0,0,0,0,1
"30006638",2,1,0,0,0,0,2
"30006650",2,4,0,0,2,0,0
"30006659",1,2,0,0,1,0,0
"30006664",2,4,0,0,0,0,2
"30006673",2,2,0,0,0,2,0
"30006678",1,1,0,0,0,1,0
"30006683",1,1,0,0,0,0,1
"30006685",1,1,0,0,0,0,1
"30006686",2,1,0,0,0,0,2
"30006694",1,1,0,0,0,0,1
"30006697",2,4,0,0,0,0,2
"30006725",2,1,0,1,0,0,1
"30006754",2,1,0,0,0,0,2
"30006755",1,1,0,0,1,0,0
"30006762",1,1,0,0,1,0,0
"30006763",2,1,0,0,0,0,2
"30006764",3,1,0,1,1,1,0
"30006777",1,1,0,0,0,1,0
"30006796",1,4,0,0,0,0,1
"30006800",1,1,0,0,0,1,0
"30006807",2,4,0,0,0,0,2
"30006833",2,1,0,0,0,2,0
"30006843",1,1,0,0,0,1,0
"30006848",2,1,0,0,0,2,0
"30006850",1,1,0,0,0,1,0
"30006851",2,1,0,0,0,0,2
"30006878",1,2,0,0,0,0,1
"30006890",1,1,0,0,1,0,0
"30006898",2,1,0,0,0,0,2
"30006910",4,1,0,0,2,2,0
"30006917",3,4,0,1,0,2,0
"30006925",4,4,1,1,2,0,0
"30006934",2,4,0,0,0,0,2
"30006943",1,1,0,0,1,0,0
"30006952",1,2,0,0,1,0,0
"30006957",1,2,0,0,0,1,0
"30006961",2,1,0,0,0,0,2
"30006972",6,1,1,3,2,0,0
"30006983",2,4,0,0,0,2,0
"30006987",2,1,0,0,1,0,1
"30006997",1,1,0,0,1,0,0
"30007005",2,4,0,0,0,2,0
"30007019",2,1,0,0,0,2,0
"30007028",1,1,0,0,0,1,0
"30007034",3,1,1,0,2,0,0
"30007049",4,1,1,1,2,0,0
"30007052",3,4,0,0,2,1,0
"30007056",2,4,0,0,0,0,2
"30007067",2,4,0,0,0,1,1
"30007076",2,1,0,0,0,0,2
"30007091",1,4,0,0,0,0,1
"30007093",3,1,1,1,1,0,0
"30007129",2,1,0,0,0,2,0
"30007132",2,4,0,0,0,2,0
"30007134",2,1,0,0,0,2,0
"30007141",2,1,0,0,2,0,0
"30007153",6,4,0,4,2,0,0
"30007154",2,1,0,0,0,2,0
"30007159",1,1,0,0,0,0,1
"30007162",4,4,1,1,1,1,0
"30007163",2,1,0,0,1,1,0
"30007165",2,1,0,0,0,1,1
"30007173",2,1,0,0,0,0,2
"30007174",2,2,0,0,0,0,2
"30007182",4,1,0,0,2,2,0
"30007193",2,4,0,0,2,0,0
"30007201",1,1,0,0,1,0,0
"30007204",2,1,0,0,0,0,2
"30007209",2,1,0,0,1,1,0
"30007211",1,1,0,0,0,0,1
"30007212",2,1,0,0,0,2,0
"30007219",5,1,1,1,3,0,0
"30007225",1,1,0,0,1,0,0
"30007230",4,1,1,1,1,1,0
"30007243",5,1,0,3,1,1,0
"30007244",1,1,0,0,1,0,0
"30007260",2,1,0,0,0,2,0
"30007263",4,1,0,1,2,1,0
"30007268",4,1,0,2,0,2,0
"30007279",4,1,2,0,2,0,0
"30007306",5,1,1,1,3,0,0
"30007345",1,1,0,0,1,0,0
"30007347",1,1,0,0,0,1,0
"30007367",1,4,0,0,0,0,1
"30007386",1,1,0,0,0,0,1
"30007389",2,1,0,0,0,1,1
"30007393",1,1,0,0,0,0,1
"30007398",1,1,0,0,0,0,1
"30007403",2,1,0,0,0,0,2
"30007407",1,1,0,0,1,0,0
"30007416",2,1,0,0,2,0,0
"30007428",2,1,0,0,1,1,0
"30007433",2,1,0,0,0,1,1
"30007445",2,2,0,0,1,0,1
"30007447",2,4,0,1,1,0,0
"30007452",5,1,0,1,3,1,0
"30007456",2,2,0,0,0,0,2
"30007460",2,4,0,0,0,0,2
"30007462",2,4,0,0,0,2,0
"30007463",1,1,0,0,1,0,0
"30007465",1,1,0,0,0,1,0
"30007479",2,4,0,0,0,0,2
"30007481",3,1,0,0,1,0,2
"30007484",2,1,0,0,0,1,1
"30007500",1,1,0,0,1,0,0
"30007520",1,2,0,0,1,0,0
"30007524",1,1,0,0,0,1,0
"30007528",1,1,0,0,0,0,1
"30007531",2,1,0,0,0,2,0
"30007543",4,1,0,2,1,1,0
"30007544",2,1,0,0,0,2,0
"30007547",4,1,1,1,2,0,0
"30007554",1,4,0,0,0,0,1
"30007555",1,4,0,0,0,0,1
"30007556",4,4,1,1,2,0,0
"30007560",2,1,0,1,0,1,0
"30007563",1,4,0,0,0,0,1
"30007564",1,1,0,0,0,1,0
"30007565",2,1,0,0,0,2,0
"30007573",1,1,0,0,0,0,1
"30007575",2,1,0,0,2,0,0
"30007576",1,1,0,0,0,1,0
"30007583",1,1,0,0,0,0,1
"30007585",1,1,0,0,1,0,0
"30007592",2,4,0,0,2,0,0
"30007603",1,1,0,0,1,0,0
"30007605",2,1,0,0,2,0,0
"30007611",4,1,0,0,2,2,0
"30007614",2,4,0,0,0,2,0
"30007620",2,4,0,0,0,0,2
"30007623",2,2,0,0,0,1,1
"30007624",2,1,0,0,0,0,2
"30007630",2,2,0,0,0,2,0
"30007646",2,1,0,0,0,0,2
"30007648",3,2,0,0,1,0,2
"30007674",1,1,0,0,0,1,0
"30007685",1,2,0,0,0,0,1
"30007688",1,1,0,0,0,1,0
"30007689",2,1,0,0,2,0,0
"30007693",2,1,0,0,2,0,0
"30007705",1,4,0,0,0,0,1
"30007713",2,1,0,0,0,2,0
"30007717",2,1,0,0,0,1,1
"30007723",2,1,0,0,0,0,2
"30007726",1,2,0,0,0,0,1
"30007729",2,4,0,0,0,2,0
"30007730",1,1,0,0,0,0,1
"30007731",3,1,0,0,3,0,0
"30007735",1,2,0,0,1,0,0
"30007736",2,4,0,0,0,0,2
"30007741",2,1,0,0,0,0,2
"30007748",2,4,0,0,2,0,0
"30007754",2,4,0,0,0,0,2
"30007757",3,1,0,0,1,2,0
"30007768",1,1,0,0,1,0,0
"30007777",4,1,0,1,1,2,0
"30007778",3,1,0,0,1,2,0
"30007779",1,1,0,0,1,0,0
"30007789",6,4,1,2,2,1,0
"30007800",3,1,0,2,0,1,0
"30007847",2,1,0,0,0,2,0
"30007861",2,4,0,0,0,1,1
"30007864",1,1,0,0,0,1,0
"30007874",1,1,0,0,0,1,0
"30007878",2,1,0,0,0,2,0
"30007884",2,4,0,0,1,1,0
"30007887",1,1,0,0,0,1,0
"30007891",1,1,0,0,0,0,1
"30007895",4,1,1,1,2,0,0
"30007907",1,4,0,0,1,0,0
"30007913",2,1,0,0,2,0,0
"30007915",2,4,0,0,0,2,0
"30007923",2,1,0,0,0,0,2
"30007925",2,1,0,0,0,0,2
"30007927",1,1,0,0,0,1,0
"30007929",2,4,0,0,0,1,1
"30007938",2,1,0,0,1,1,0
"30007948",1,1,0,0,1,0,0
"30007952",2,1,0,0,0,0,2
"30007974",1,1,0,0,1,0,0
"30007976",1,1,0,0,0,0,1
"30007978",2,4,0,0,0,0,2
"30007984",1,1,0,0,0,0,1
"30007986",1,1,0,0,0,0,1
"30007993",1,1,0,0,1,0,0
"30008000",3,4,0,0,1,1,1
"30008007",2,2,0,0,0,2,0
"30008008",1,1,0,0,0,1,0
"30008013",3,1,0,0,1,0,2
"30008031",10,4,1,5,2,1,1
"30008033",1,2,0,0,0,0,1
"30008035",2,1,0,0,0,2,0
"30008038",1,2,0,0,0,0,1
"30008044",3,1,0,0,3,0,0
"30008046",1,4,0,0,0,0,1
"30008052",3,1,1,0,2,0,0
"30008054",1,1,0,0,0,0,1
"30008057",2,1,0,0,0,2,0
"30008069",2,4,0,0,2,0,0
"30008076",1,1,0,0,1,0,0
"30008080",3,1,0,0,1,2,0
"30008086",2,1,0,0,0,2,0
"30008101",2,4,0,0,0,2,0
"30008112",3,1,0,0,1,2,0
"30008132",1,1,0,0,0,0,1
"30008133",4,4,0,2,2,0,0
"30008157",3,1,1,0,2,0,0
"30008160",1,1,0,0,0,0,1
"30008169",1,1,0,0,0,0,1
"30008176",2,1,0,0,0,0,2
"30008178",2,1,0,0,0,2,0
"30008182",2,1,0,0,0,1,1
"30008187",2,4,0,0,2,0,0
"30008188",3,1,0,1,0,2,0
"30008191",1,4,0,0,0,0,1
"30008194",4,2,0,2,2,0,0
"30008204",1,1,0,0,0,0,1
"30008220",2,1,0,0,1,1,0
"30008251",2,4,0,0,0,2,0
"30008258",2,1,0,0,0,0,2
"30008259",2,4,0,0,0,1,1
"30008260",5,1,1,2,2,0,0
"30008270",1,4,0,0,0,1,0
"30008273",3,1,0,0,0,2,1
"30008279",3,1,0,2,1,0,0
"30008294",1,1,0,0,1,0,0
"30008307",1,4,0,0,0,0,1
"30008308",1,1,0,0,0,1,0
"30008312",2,4,0,0,0,0,2
"30008317",2,1,0,0,2,0,0
"30008324",3,2,0,1,1,1,0
"30008340",2,1,0,0,1,1,0
"30008349",2,1,0,0,0,2,0
"30008350",1,1,0,0,1,0,0
"30008352",2,1,0,0,2,0,0
"30008365",1,2,0,0,0,0,1
"30008374",2,1,0,0,0,2,0
"30008376",2,1,0,0,1,1,0
"30008397",2,4,0,0,1,1,0
"30008414",3,4,0,0,1,1,1
"30008426",4,1,0,0,2,2,0
"30008433",2,1,0,0,2,0,0
"30008458",3,4,0,0,1,2,0
"30008472",2,1,0,0,0,2,0
"30008482",2,1,0,0,2,0,0
"30008483",3,1,1,0,2,0,0
"30008484",5,1,0,3,2,0,0
"30008488",2,4,0,0,0,2,0
"30008489",2,4,0,0,0,0,2
"30008502",2,1,0,0,0,2,0
"30008506",2,2,0,0,0,2,0
"30008508",2,2,0,0,0,1,1
"30008524",1,1,0,0,0,1,0
"30008527",2,1,0,0,0,0,2
"30008530",2,1,0,1,1,0,0
"30008535",1,2,0,0,1,0,0
"30008540",5,1,0,2,3,0,0
"30008546",3,2,0,0,1,2,0
"30008560",4,1,0,0,2,2,0
"30008574",2,4,0,0,0,0,2
"30008583",3,2,0,0,1,2,0
"30008593",1,2,0,0,0,0,1
"30008596",1,2,0,0,0,0,1
"30008613",3,2,0,0,2,1,0
"30008623",2,4,0,0,0,0,2
"30008639",2,1,0,0,0,0,2
"30008674",2,1,0,0,0,1,1
"30008677",1,1,0,0,0,1,0
"30008684",1,4,0,0,0,0,1
"30008694",2,1,0,0,2,0,0
"30008714",3,4,0,1,2,0,0
"30008715",1,1,0,0,0,1,0
"30008722",2,2,0,1,1,0,0
"30008745",2,1,0,0,2,0,0
"30008751",1,4,0,0,0,0,1
"30008760",1,1,0,0,1,0,0
"30008775",2,4,0,0,0,0,2
"30008779",3,1,0,1,1,1,0
"30008783",2,4,0,0,0,1,1
"30008784",1,2,0,0,0,0,1
"30008793",2,1,0,0,1,1,0
"30008794",1,1,0,0,0,0,1
"30008807",1,1,0,0,0,0,1
"30008808",2,2,0,0,0,0,2
"30008809",2,4,0,0,0,0,2
"30008810",1,1,0,0,0,0,1
"30008812",3,1,1,0,2,0,0
"30008824",2,1,0,0,0,2,0
"30008825",1,1,0,0,0,0,1
"30008831",1,1,0,0,0,0,1
"30008841",1,1,0,0,0,0,1
"30008842",1,1,0,0,0,1,0
"30008856",2,1,0,0,2,0,0
"30008870",3,1,0,0,3,0,0
"30008874",2,2,0,0,2,0,0
"30008875",1,1,0,0,0,0,1
"30008876",2,1,0,0,2,0,0
"30008878",4,4,0,2,1,1,0
"30008890",3,2,0,0,1,2,0
"30008904",2,1,0,0,2,0,0
"30008905",2,1,0,0,0,1,1
"30008914",4,2,0,2,2,0,0
"30008917",6,1,3,2,1,0,0
"30008921",4,1,0,2,2,0,0
"30008947",1,1,0,0,0,1,0
"30008950",1,4,0,0,0,1,0
"30008969",1,1,0,0,0,0,1
"30008971",1,2,0,0,0,0,1
"30008977",2,4,0,0,0,0,2
"30008988",4,4,0,2,2,0,0
"30008996",2,1,0,0,0,0,2
"30009003",2,2,0,0,2,0,0
"30009004",2,4,0,0,0,2,0
"30009005",2,1,0,0,0,2,0
"30009016",1,1,0,0,0,0,1
"30009047",2,1,0,0,2,0,0
"30009049",2,4,0,0,2,0,0
"30009050",4,1,0,2,2,0,0
"30009053",2,2,0,0,0,2,0
"30009087",2,1,0,0,0,1,1
"30009092",1,1,0,0,1,0,0
"30009102",1,2,0,0,0,0,1
"30009104",2,1,0,0,0,1,1
"30009112",1,1,0,0,0,0,1
"30009116",5,4,3,0,2,0,0
"30009117",1,4,0,0,0,1,0
"30009118",2,1,0,0,0,2,0
"30009119",1,4,0,0,0,0,1
"30009120",2,1,0,0,2,0,0
"30009122",2,1,0,0,0,2,0
"30009123",1,2,0,0,0,0,1
"30009126",3,1,0,0,1,1,1
"30009127",1,1,0,0,0,0,1
"30009145",4,1,2,0,2,0,0
"30009158",4,1,0,1,2,1,0
"30009161",2,2,0,0,1,1,0
"30009166",2,1,0,0,0,0,2
"30009171",2,1,0,0,0,2,0
"30009172",2,1,0,0,0,0,2
"30009173",2,1,0,0,2,0,0
"30009185",2,1,0,0,0,2,0
"30009189",2,1,0,0,2,0,0
"30009193",2,1,0,0,0,2,0
"30009210",2,1,0,0,0,0,2
"30009211",2,4,0,0,0,1,1
"30009214",4,2,1,1,2,0,0
"30009226",2,4,0,0,2,0,0
"30009246",3,1,0,0,1,2,0
"30009251",3,1,0,0,0,1,2
"30009261",2,1,0,0,0,1,1
"30009266",3,1,0,0,0,2,1
"30009282",2,2,0,0,0,0,2
"30009291",1,2,0,0,0,1,0
"30009299",3,1,1,0,2,0,0
"30009302",1,4,0,0,0,0,1
"30009314",1,2,0,0,0,1,0
"30009323",3,1,0,1,0,2,0
"30009326",2,1,0,0,2,0,0
"30009337",1,1,0,0,1,0,0
"30009343",2,1,0,0,0,0,2
"30009362",5,1,1,2,2,0,0
"30009367",2,1,0,0,0,0,2
"30009386",1,1,0,0,0,1,0
"30009389",2,4,0,0,0,1,1
"30009395",1,1,0,0,0,1,0
"30009396",2,1,0,0,2,0,0
"30009407",1,1,0,0,0,1,0
"30009417",2,4,0,0,0,1,1
"30009429",2,1,0,0,2,0,0
"30009434",3,4,1,0,2,0,0
"30009438",2,1,0,0,0,0,2
"30009440",2,4,0,0,0,0,2
"30009444",1,4,0,0,0,1,0
"30009452",2,1,0,0,0,2,0
"30009490",2,1,0,0,0,2,0
"30009500",2,2,0,0,0,0,2
"30009516",4,1,0,0,2,2,0
"30009518",2,1,0,0,2,0,0
"30009524",9,2,3,4,2,0,0
"30009534",1,2,0,0,0,1,0
"30009540",4,2,0,0,2,2,0
"30009543",2,1,0,0,0,0,2
"30009549",2,1,0,0,2,0,0
"30009551",2,1,0,0,0,0,2
"30009572",5,1,0,3,2,0,0
"30009588",1,1,0,0,1,0,0
"30009591",2,4,0,0,0,0,2
"30009592",2,4,0,0,2,0,0
"30009600",2,2,0,0,0,2,0
"30009616",2,1,0,0,0,1,1
"30009617",2,4,0,0,0,2,0
"30009619",1,1,0,0,0,0,1
"30009626",1,1,0,0,0,1,0
"30009632",2,2,0,0,0,1,1
"30009634",2,1,0,0,0,2,0
"30009635",3,1,0,0,0,2,1
"30009643",2,1,0,0,2,0,0
"30009656",2,1,0,0,1,0,1
"30009665",5,1,2,1,2,0,0
"30009669",2,1,0,0,0,2,0
"30009672",2,4,0,0,0,0,2
"30009673",2,1,0,0,0,0,2
"30009678",2,1,0,0,0,2,0
"30009694",1,1,0,0,0,1,0
"30009702",2,4,0,0,0,0,2
"30009704",2,4,0,0,0,0,2
"30009706",4,1,2,0,2,0,0
"30009707",2,4,0,0,2,0,0
"30009711",1,1,0,0,0,0,1
"30009715",2,1,0,0,0,0,2
"30009720",1,1,0,0,0,0,1
"30009724",1,4,0,0,0,1,0
"30009738",1,1,0,0,0,1,0
"30009743",1,4,0,0,0,1,0
"30009745",4,2,0,2,1,1,0
"30009755",4,4,1,0,1,2,0
"30009756",1,1,0,0,0,1,0
"30009770",4,1,0,0,2,2,0
"30009776",2,1,0,0,2,0,0
"30009786",2,1,0,0,0,2,0
"30009795",1,1,0,0,1,0,0
"30009807",2,4,0,0,0,1,1
"30009813",3,1,0,1,0,2,0
"30009834",2,1,0,0,1,0,1
"30009837",1,1,0,0,1,0,0
"30009843",1,1,0,0,1,0,0
"30009856",2,1,0,0,0,2,0
"30009861",5,1,1,2,2,0,0
"30009867",3,1,0,1,0,2,0
"30009872",3,1,0,0,1,1,1
"30009888",1,1,0,0,0,1,0
"30009911",2,2,0,0,0,2,0
"30009926",2,2,0,0,1,1,0
"30009928",5,4,2,0,2,1,0
"30009934",3,1,0,1,2,0,0
"30009951",3,2,0,1,0,0,2
"30009955",2,1,0,0,0,1,1
"30009960",1,1,0,0,0,0,1
"30009961",1,4,0,0,0,1,0
"30009969",2,1,0,0,0,2,0
"30009971",1,1,0,0,1,0,0
"30009974",1,4,0,0,1,0,0
"30009977",1,1,0,0,1,0,0
"30009999",1,1,0,0,0,0,1
"30010005",1,1,0,0,0,0,1
"30010041",1,4,0,0,0,0,1
"30010044",4,4,0,0,2,2,0
"30010050",2,4,0,0,0,0,2
"30010058",4,1,0,2,2,0,0
"30010059",2,1,0,0,0,0,2
"30010082",2,1,0,1,0,1,0
"30010090",1,4,0,0,0,0,1
"30010091",2,1,0,0,1,1,0
"30010097",5,1,1,2,2,0,0
"30010117",4,1,0,0,2,1,1
"30010122",2,1,0,0,2,0,0
"30010128",3,1,0,0,1,0,2
"30010129",4,1,0,1,2,1,0
"30010130",4,1,0,0,4,0,0
"30010135",2,2,0,0,2,0,0
"30010141",2,2,0,0,0,1,1
"30010149",2,4,0,0,0,0,2
"30010151",1,4,0,0,0,0,1
"30010159",1,1,0,0,1,0,0
"30010172",1,1,0,0,1,0,0
"30010195",4,1,0,2,2,0,0
"30010196",5,1,1,1,3,0,0
"30010203",1,1,0,0,0,1,0
"30010204",2,4,0,0,0,2,0
"30010205",1,4,0,0,0,0,1
"30010216",6,1,0,4,1,1,0
"30010221",2,1,0,0,0,2,0
"30010229",4,1,1,1,2,0,0
"30010232",2,1,0,0,2,0,0
"30010234",1,1,0,0,1,0,0
"30010253",1,1,0,0,0,0,1
"30010259",1,1,0,0,0,1,0
"30010281",1,1,0,0,0,0,1
"30010289",2,1,0,0,0,1,1
"30010290",1,1,0,0,1,0,0
"30010301",1,1,0,0,1,0,0
"30010303",2,1,0,0,1,1,0
"30010305",2,1,0,0,2,0,0
"30010353",2,4,0,0,2,0,0
"30010361",1,1,0,0,1,0,0
"30010378",2,1,0,0,0,2,0
"30010379",3,1,0,1,2,0,0
"30010384",1,1,0,0,1,0,0
"30010387",2,1,0,0,0,2,0
"30010405",4,2,0,2,2,0,0
"30010414",4,4,0,2,0,2,0
"30010424",1,4,0,0,0,0,1
"30010428",1,1,0,0,0,1,0
"30010429",2,1,0,0,0,2,0
"30010430",2,1,0,0,1,1,0
"30010434",2,1,0,0,0,1,1
"30010458",1,4,0,0,0,0,1
"30010462",5,4,0,0,2,2,1
"30010466",2,1,0,0,0,0,2
"30010513",2,4,0,0,0,2,0
"30010514",1,1,0,0,1,0,0
"30010521",5,4,0,1,2,2,0
"30010533",1,1,0,0,0,1,0
"30010535",6,1,0,3,2,1,0
"30010542",1,4,0,0,0,1,0
"30010543",4,1,0,2,1,1,0
"30010562",1,1,0,0,0,1,0
"30010571",2,4,0,0,2,0,0
"30010584",1,1,0,0,0,0,1
"30010612",1,1,0,0,0,1,0
"30010614",1,1,0,0,0,1,0
"30010619",1,1,0,0,0,1,0
"30010621",1,1,0,0,0,0,1
"30010623",2,1,0,0,0,0,2
"30010626",3,1,1,1,1,0,0
"30010628",1,1,0,0,0,0,1
"30010640",1,4,0,0,1,0,0
"30010649",1,2,0,0,0,1,0
"30010665",2,1,0,0,2,0,0
"30010666",2,1,0,0,0,0,2
"30010672",2,4,0,0,0,1,1
"30010674",2,1,0,0,0,2,0
"30010678",1,1,0,0,0,1,0
"30010689",1,4,0,0,1,0,0
"30010717",1,2,0,0,1,0,0
"30010723",7,1,0,5,1,1,0
"30010732",1,1,0,0,0,1,0
"30010737",2,1,0,0,0,0,2
"30010749",2,4,0,0,0,2,0
"30010757",3,1,0,0,2,1,0
"30010762",2,1,0,0,2,0,0
"30010769",1,1,0,0,0,0,1
"30010784",3,4,0,0,1,2,0
"30010785",1,2,0,0,0,1,0
"30010786",1,2,0,0,0,0,1
"30010791",2,1,0,0,2,0,0
"30010796",2,1,0,0,2,0,0
"30010800",2,4,0,0,0,0,2
"30010814",2,1,0,0,0,0,2
"30010819",1,1,0,0,0,1,0
"30010835",1,1,0,0,0,1,0
"30010841",1,1,0,0,0,0,1
"30010842",2,1,0,0,2,0,0
"30010850",2,4,0,0,2,0,0
"30010856",2,1,0,0,0,0,2
"30010866",2,1,0,0,0,2,0
"30010870",2,1,0,0,0,2,0
"30010871",1,2,0,0,0,0,1
"30010875",1,2,0,0,1,0,0
"30010883",2,1,0,0,0,0,2
"30010897",4,1,0,1,1,2,0
"30010899",2,1,0,0,2,0,0
"30010908",2,1,0,0,0,2,0
"30010917",5,1,0,0,0,2,3
"30010920",2,1,0,0,2,0,0
"30010930",1,1,0,0,1,0,0
"30010968",2,1,0,0,2,0,0
"30010976",3,1,0,0,1,2,0
"30010979",4,1,0,0,2,1,1
"30010984",3,1,0,1,2,0,0
"30010988",2,1,0,0,0,1,1
"30010998",1,1,0,0,1,0,0
"30010999",1,2,0,0,1,0,0
"30011042",2,1,0,0,0,2,0
"30011047",1,1,0,0,0,0,1
"30011053",1,1,0,0,1,0,0
"30011056",2,4,0,0,0,0,2
"30011057",2,1,0,0,2,0,0
"30011062",3,1,0,1,2,0,0
"30011065",4,4,0,0,3,1,0
"30011070",2,1,0,0,0,0,2
"30011074",1,1,0,0,1,0,0
"30011087",1,1,0,0,0,0,1
"30011093",2,1,0,0,2,0,0
"30011138",1,1,0,0,1,0,0
"30011141",1,1,0,0,0,0,1
"30011148",1,1,0,0,0,1,0
"30011150",1,1,0,0,0,1,0
"30011153",2,2,0,0,0,2,0
"30011179",2,4,0,0,1,1,0
"30011183",2,1,0,0,0,0,2
"30011205",1,1,0,0,0,0,1
"30011207",2,1,0,0,0,1,1
"30011210",2,1,0,0,1,1,0
"30011215",4,4,0,0,2,2,0
"30011221",1,1,0,0,0,0,1
"30011223",2,2,0,0,0,0,2
"30011225",4,1,0,3,0,1,0
"30011236",2,4,0,0,0,2,0
"30011242",1,1,0,0,1,0,0
"30011251",2,1,0,0,0,0,2
"30011253",2,4,0,0,0,0,2
"30011261",1,4,0,0,0,1,0
"30011269",4,4,0,2,2,0,0
"30011275",2,1,0,0,2,0,0
"30011277",5,4,1,2,2,0,0
"30011285",2,1,0,0,0,2,0
"30011293",2,4,0,0,0,0,2
"30011294",1,2,0,0,0,1,0
"30011302",2,2,0,1,1,0,0
"30011328",3,4,0,0,3,0,0
"30011331",1,1,0,0,0,0,1
"30011340",1,1,0,0,0,0,1
"30011341",2,1,0,0,0,2,0
"30011353",1,2,0,0,0,1,0
"30011358",3,1,0,0,1,2,0
"30011360",2,4,0,0,1,1,0
"30011379",3,1,0,1,2,0,0
"30011381",2,1,0,0,2,0,0
"30011386",3,2,0,0,3,0,0
"30011409",1,1,0,0,0,1,0
"30011415",2,1,0,0,0,2,0
"30011416",2,1,0,0,0,2,0
"30011417",1,1,0,0,1,0,0
"30011422",2,1,0,0,1,0,1
"30011425",4,1,0,0,2,2,0
"30011445",2,1,0,0,1,0,1
"30011454",2,1,0,0,2,0,0
"30011475",1,1,0,0,0,0,1
"30011478",4,1,0,2,2,0,0
"30011491",3,1,1,0,2,0,0
"30011492",2,1,0,0,2,0,0
"30011503",6,1,0,2,2,2,0
"30011522",1,2,0,0,1,0,0
"30011533",3,1,0,0,0,2,1
"30011538",2,4,0,0,0,0,2
"30011543",1,2,0,0,0,0,1
"30011545",5,1,2,0,1,0,2
"30011549",2,4,0,0,0,2,0
"30011554",2,4,0,0,0,0,2
"30011579",1,2,0,0,0,1,0
"30011584",2,4,0,0,0,1,1
"30011599",1,1,0,0,1,0,0
"30011604",1,4,0,0,0,0,1
"30011614",4,4,0,0,2,1,1
"30011621",1,1,0,0,0,1,0
"30011634",1,1,0,0,0,0,1
"30011640",1,1,0,0,1,0,0
"30011645",1,1,0,0,0,0,1
"30011649",1,2,0,0,0,0,1
"30011654",4,4,2,0,2,0,0
"30011658",2,4,0,0,0,1,1
"30011666",2,1,0,0,0,1,1
"30011685",2,2,0,0,0,2,0
"30011692",1,1,0,0,0,0,1
"30011698",1,1,0,0,0,1,0
"30011706",2,4,0,0,0,0,2
"30011708",6,4,1,2,3,0,0
"30011713",3,1,0,0,1,0,2
"30011714",4,1,1,1,2,0,0
"30011733",1,4,0,0,0,0,1
"30011741",3,2,0,0,1,2,0
"30011743",1,4,0,0,1,0,0
"30011759",1,1,0,0,1,0,0
"30011768",1,1,0,0,0,0,1
"30011777",1,1,0,0,1,0,0
