"","HHSIZE","URBAN","[0-4]","(4,17]","(17,49]","(49,64]","(64,100]"
"30455681",1,2,0,0,0,0,1
"30455691",1,1,0,0,0,1,0
"30455708",2,2,0,0,0,0,2
"30455709",1,4,0,0,1,0,0
"30455713",1,1,0,0,1,0,0
"30455724",2,1,0,0,1,0,1
"30455734",3,1,0,0,1,2,0
"30455736",1,4,0,0,0,1,0
"30455755",2,4,0,0,0,2,0
"30455765",1,1,0,0,1,0,0
"30455772",3,1,0,0,3,0,0
"30455775",1,1,0,0,1,0,0
"30455780",3,1,1,0,2,0,0
"30455784",2,1,0,0,0,1,1
"30455787",2,1,0,0,0,0,2
"30455794",2,1,0,0,2,0,0
"30455796",2,1,0,0,1,1,0
"30455821",2,2,0,0,0,2,0
"30455836",1,1,0,0,0,1,0
"30455840",3,2,0,1,2,0,0
"30455852",2,4,0,0,2,0,0
"30455859",3,2,0,0,2,1,0
"30455882",3,1,0,0,0,1,2
"30455885",3,4,0,0,1,1,1
"30455888",1,4,0,0,1,0,0
"30455889",2,1,0,0,0,2,0
"30455893",4,1,0,0,4,0,0
"30455897",1,4,0,0,0,1,0
"30455915",2,2,0,0,0,0,2
"30455918",3,1,2,0,1,0,0
"30455921",4,1,2,0,2,0,0
"30455936",3,1,0,1,0,2,0
"30455938",2,1,0,0,2,0,0
"30455955",3,1,0,0,1,2,0
"30455961",2,1,0,0,1,0,1
"30455970",1,1,0,0,0,1,0
"30455972",2,4,0,0,0,2,0
"30455976",1,4,0,0,0,0,1
"30455984",1,1,0,0,0,0,1
"30456000",2,1,0,0,0,0,2
"30456012",2,2,0,0,0,0,2
"30456025",6,4,0,4,2,0,0
"30456030",1,1,0,0,0,1,0
"30456031",1,1,0,0,0,0,1
"30456037",1,1,0,0,1,0,0
"30456043",4,4,0,1,1,2,0
"30456050",2,1,0,0,0,2,0
"30456052",1,1,0,0,0,1,0
"30456055",2,4,0,0,0,0,2
"30456062",4,1,0,2,2,0,0
"30456063",3,1,0,2,1,0,0
"30456066",1,1,0,0,1,0,0
"30456075",2,1,0,0,0,0,2
"30456095",1,1,0,0,0,0,1
"30456127",2,1,0,0,0,0,2
"30456129",2,1,0,0,0,0,2
"30456138",2,2,0,1,1,0,0
"30456141",5,1,1,2,2,0,0
"30456144",2,4,0,0,0,2,0
"30456150",6,1,0,0,4,1,1
"30456151",3,4,0,2,1,0,0
"30456158",1,1,0,0,1,0,0
"30456159",3,4,0,0,1,2,0
"30456170",2,4,0,0,0,0,2
"30456171",2,4,0,0,0,2,0
"30456184",4,1,0,2,2,0,0
"30456191",3,1,1,0,2,0,0
"30456195",1,2,0,0,1,0,0
"30456196",3,1,0,0,1,2,0
"30456218",2,1,0,0,0,1,1
"30456221",1,1,0,0,1,0,0
"30456225",1,1,0,0,1,0,0
"30456234",2,1,0,0,0,1,1
"30456259",1,1,0,0,1,0,0
"30456300",1,1,0,0,0,0,1
"30456312",2,1,0,0,0,0,2
"30456316",2,4,0,0,1,1,0
"30456320",2,1,0,0,2,0,0
"30456329",3,1,0,0,3,0,0
"30456335",4,1,2,0,2,0,0
"30456336",5,4,2,0,3,0,0
"30456352",3,1,1,0,2,0,0
"30456358",2,1,0,0,0,2,0
"30456364",3,1,0,0,1,1,1
"30456365",3,1,0,0,0,2,1
"30456369",1,1,0,0,0,1,0
"30456371",1,1,0,0,0,0,1
"30456376",4,1,0,1,1,1,1
"30456392",1,4,0,0,0,1,0
"30456396",2,1,0,0,0,2,0
"30456405",1,4,0,0,0,0,1
"30456410",3,1,0,1,2,0,0
"30456414",4,4,0,1,3,0,0
"30456416",3,4,1,1,1,0,0
"30456419",5,1,0,2,3,0,0
"30456423",5,4,0,2,3,0,0
"30456431",2,1,0,1,0,1,0
"30456438",3,1,0,1,2,0,0
"30456453",1,1,0,0,0,0,1
"30456455",1,1,0,0,0,0,1
"30456458",1,1,0,0,1,0,0
"30456460",4,1,0,1,1,2,0
"30456471",1,4,0,0,0,0,1
"30456481",1,1,0,0,0,1,0
"30456485",3,2,0,1,0,2,0
"30456486",3,4,0,0,1,2,0
"30456491",3,2,0,0,3,0,0
"30456510",3,4,0,0,1,2,0
"30456532",2,2,0,0,0,2,0
"30456535",2,1,0,0,0,0,2
"30456537",1,1,0,0,0,0,1
"30456539",1,1,0,0,0,1,0
"30456541",2,2,0,0,2,0,0
"30456544",2,1,0,0,2,0,0
"30456573",3,1,0,0,1,0,2
"30456613",1,1,0,0,0,1,0
"30456621",1,1,0,0,0,0,1
"30456625",4,1,0,2,2,0,0
"30456628",1,1,0,0,0,0,1
"30456656",3,1,0,1,1,1,0
"30456658",1,4,0,0,0,1,0
"30456659",4,1,0,2,2,0,0
"30456663",2,1,0,0,0,2,0
"30456665",2,1,0,0,0,0,2
"30456672",2,1,0,0,2,0,0
"30456674",2,1,0,0,0,0,2
"30456689",1,1,0,0,0,0,1
"30456692",2,1,0,0,0,0,2
"30456695",1,1,0,0,0,0,1
"30456710",1,4,0,0,0,0,1
"30456721",1,2,0,0,0,0,1
"30456735",1,1,0,0,1,0,0
"30456738",2,2,0,0,2,0,0
"30456746",3,1,0,0,1,2,0
"30456754",1,1,0,0,0,0,1
"30456760",2,1,0,0,0,0,2
"30456761",2,1,0,0,0,0,2
"30456774",7,1,2,0,3,2,0
"30456779",1,1,0,0,0,1,0
"30456789",2,1,0,0,0,0,2
"30456790",1,2,0,0,0,0,1
"30456804",1,1,0,0,0,1,0
"30456808",1,1,0,0,0,0,1
"30456818",4,1,0,0,0,0,4
"30456838",1,1,0,0,0,0,1
"30456842",1,1,0,0,1,0,0
"30456849",2,1,0,0,0,0,2
"30456863",1,1,0,0,0,0,1
"30456864",1,1,0,0,0,1,0
"30456876",1,1,0,0,1,0,0
"30456878",1,2,0,0,0,0,1
"30456881",4,1,0,0,4,0,0
"30456887",2,2,0,1,1,0,0
"30456894",1,1,0,0,0,0,1
"30456903",1,1,0,0,0,1,0
"30456908",1,4,0,0,0,0,1
"30456916",5,2,2,1,2,0,0
"30456920",2,4,0,0,0,0,2
"30456941",3,1,0,0,1,2,0
"30456944",1,4,0,0,0,0,1
"30456949",2,1,0,0,0,0,2
"30456951",1,1,0,0,0,1,0
"30456954",1,2,0,0,0,0,1
"30456962",3,4,1,0,2,0,0
"30456973",2,1,0,0,0,2,0
"30456980",2,1,0,0,0,2,0
"30456988",4,1,0,1,2,1,0
"30456990",2,1,0,0,0,0,2
"30457003",2,1,0,1,1,0,0
"30457005",2,1,0,0,2,0,0
"30457006",5,4,0,2,1,2,0
"30457007",2,4,0,0,0,2,0
"30457010",2,1,0,0,0,0,2
"30457022",5,1,1,1,1,0,2
"30457032",2,1,0,1,1,0,0
"30457037",1,1,0,0,1,0,0
"30457038",1,1,0,0,0,1,0
"30457042",4,1,2,0,2,0,0
"30457050",4,4,0,2,2,0,0
"30457053",2,1,0,0,0,2,0
"30457055",1,1,0,0,0,0,1
"30457081",5,1,0,2,1,2,0
"30457088",2,1,0,0,1,0,1
"30457092",2,2,0,0,0,2,0
"30457095",2,4,0,1,0,1,0
"30457097",1,4,0,0,0,0,1
"30457098",3,4,0,0,1,2,0
"30457099",2,4,0,0,0,2,0
"30457105",2,4,0,0,0,0,2
"30457119",5,1,1,2,2,0,0
"30457125",1,4,0,0,0,1,0
"30457128",2,1,0,0,0,0,2
"30457140",2,1,0,0,1,1,0
"30457141",1,1,0,0,0,1,0
"30457157",1,2,0,0,1,0,0
"30457165",2,4,0,0,0,2,0
"30457167",1,4,0,0,0,0,1
"30457173",1,1,0,0,1,0,0
"30457179",2,1,0,0,2,0,0
"30457188",1,4,0,0,0,0,1
"30457191",1,1,0,0,0,0,1
"30457194",5,4,1,2,2,0,0
"30457196",4,4,2,0,2,0,0
"30457197",2,1,0,0,2,0,0
"30457198",1,2,0,0,0,0,1
"30457211",1,2,0,0,0,1,0
"30457212",1,2,0,0,0,0,1
"30457213",2,1,0,0,2,0,0
"30457215",1,2,0,0,0,1,0
"30457240",1,1,0,0,0,1,0
"30457251",3,4,0,0,1,0,2
"30457266",4,2,0,0,3,1,0
"30457270",2,1,0,0,0,0,2
"30457277",2,1,0,0,0,2,0
"30457291",1,1,0,0,0,1,0
"30457292",1,2,0,0,1,0,0
"30457306",1,1,0,0,1,0,0
"30457307",2,4,0,0,0,2,0
"30457311",2,1,0,0,0,2,0
"30457313",1,1,0,0,0,0,1
"30457314",2,1,0,0,2,0,0
"30457323",2,4,0,0,0,0,2
"30457334",1,1,0,0,0,1,0
"30457337",2,1,0,0,0,0,2
"30457343",2,1,0,0,0,2,0
"30457370",2,1,0,0,0,0,2
"30457376",1,1,0,0,1,0,0
"30457382",3,1,0,0,1,0,2
"30457395",2,4,0,0,0,2,0
"30457397",2,1,0,0,1,1,0
"30457402",2,4,0,0,0,0,2
"30457414",3,1,0,0,3,0,0
"30457422",3,1,0,0,1,1,1
"30457432",2,1,0,0,2,0,0
"30457436",1,1,0,0,0,0,1
"30457438",2,1,0,0,0,0,2
"30457448",1,1,0,0,0,0,1
"30457474",2,1,0,0,2,0,0
"30457487",5,4,2,1,2,0,0
"30457491",2,4,0,1,0,1,0
"30457503",2,1,0,1,1,0,0
"30457511",2,1,0,0,0,2,0
"30457519",1,1,0,0,0,0,1
"30457531",2,1,0,0,0,0,2
"30457532",1,1,0,0,1,0,0
"30457536",3,1,0,0,3,0,0
"30457547",2,4,0,0,0,0,2
"30457549",2,1,0,0,0,0,2
"30457551",1,1,0,0,0,0,1
"30457579",1,1,0,0,0,0,1
"30457584",3,1,0,0,2,1,0
"30457590",3,2,1,1,1,0,0
"30457621",1,4,0,0,1,0,0
"30457631",3,1,0,0,0,2,1
"30457633",2,1,0,0,0,2,0
"30457641",2,1,0,0,1,0,1
"30457648",4,1,2,0,2,0,0
"30457651",6,4,2,2,2,0,0
"30457653",1,2,0,0,0,0,1
"30457660",2,1,0,0,2,0,0
"30457672",1,4,0,0,0,1,0
"30457680",1,1,0,0,0,1,0
"30457700",1,1,0,0,1,0,0
"30457703",2,1,0,0,0,0,2
"30457706",2,1,0,0,0,1,1
"30457709",2,1,0,0,1,1,0
"30457741",2,1,0,0,0,1,1
"30457757",2,4,0,0,0,2,0
"30457764",3,4,0,1,0,2,0
"30457769",1,2,0,0,0,0,1
"30457784",2,1,0,0,0,2,0
"30457788",2,1,0,0,0,0,2
"30457794",1,4,0,0,0,0,1
"30457803",2,4,0,0,0,0,2
"30457806",2,4,0,0,1,1,0
"30457810",1,1,0,0,0,0,1
"30457812",2,1,0,0,0,2,0
"30457813",4,1,1,1,2,0,0
"30457824",3,1,0,0,1,2,0
"30457828",4,2,0,3,1,0,0
"30457831",1,4,0,0,0,0,1
"30457836",2,2,0,0,0,0,2
"30457844",3,2,0,0,1,2,0
"30457855",2,1,0,0,0,2,0
"30457856",2,1,0,0,0,2,0
"30457871",3,1,0,0,0,2,1
"30457892",4,1,0,2,2,0,0
"30457893",2,1,0,0,0,0,2
"30457896",2,1,0,0,0,1,1
"30457897",5,4,1,1,1,2,0
"30457908",1,1,0,0,0,1,0
"30457926",1,1,0,0,0,0,1
"30457928",5,2,0,2,1,2,0
"30457931",3,1,1,0,1,1,0
"30457935",5,1,0,1,2,2,0
"30457952",1,1,0,0,1,0,0
"30457956",2,2,0,0,1,1,0
"30457958",5,2,2,0,3,0,0
"30457959",1,1,0,0,0,1,0
"30457985",1,1,0,0,0,0,1
"30457987",2,1,0,0,0,1,1
"30458000",2,4,0,0,0,0,2
"30458005",6,2,0,2,3,1,0
"30458012",1,1,0,0,0,1,0
"30458023",2,2,0,0,0,2,0
"30458027",1,1,0,0,0,1,0
"30458041",2,1,0,0,0,0,2
"30458044",4,1,0,1,2,0,1
"30458063",2,4,0,0,1,1,0
"30458079",4,4,1,1,2,0,0
"30458088",2,1,0,0,1,0,1
"30458105",2,1,0,0,0,2,0
"30458107",1,1,0,0,0,0,1
"30458108",1,2,0,0,0,1,0
"30458121",2,1,0,0,0,1,1
"30458135",4,1,0,1,3,0,0
"30458138",1,2,0,0,0,0,1
"30458141",1,4,0,0,0,0,1
"30458143",1,4,0,0,0,1,0
"30458154",2,2,0,0,1,1,0
"30458163",1,1,0,0,0,1,0
"30458185",3,1,0,1,1,1,0
"30458201",1,1,0,0,0,0,1
"30458220",3,1,0,0,1,0,2
"30458243",1,4,0,0,0,1,0
"30458251",4,1,0,2,2,0,0
"30458280",1,2,0,0,1,0,0
"30458295",2,1,0,0,0,2,0
"30458321",2,1,0,0,0,1,1
"30458324",1,4,0,0,0,0,1
"30458330",2,1,0,0,0,0,2
"30458342",1,4,0,0,1,0,0
"30458347",2,4,0,0,0,0,2
"30458360",2,1,0,0,0,2,0
"30458362",1,1,0,0,1,0,0
"30458364",5,4,1,2,2,0,0
"30458367",1,4,0,0,0,1,0
"30458379",1,1,0,0,0,1,0
"30458392",2,4,0,0,0,1,1
"30458403",4,4,0,1,2,1,0
"30458405",2,1,0,0,0,0,2
"30458407",1,1,0,0,0,1,0
"30458419",2,1,0,1,1,0,0
"30458427",1,1,0,0,0,0,1
"30458432",1,4,0,0,0,0,1
"30458433",7,1,1,4,2,0,0
"30458446",2,4,0,0,0,0,2
"30458452",1,1,0,0,0,0,1
"30458459",3,1,0,1,2,0,0
"30458462",3,1,0,1,2,0,0
"30458464",1,1,0,0,1,0,0
"30458472",1,1,0,0,1,0,0
"30458475",1,1,0,0,0,1,0
"30458478",2,1,0,0,0,0,2
"30458495",1,1,0,0,0,0,1
"30458496",1,1,0,0,1,0,0
"30458504",4,1,0,1,1,2,0
"30458515",2,1,0,0,0,1,1
"30458518",1,4,0,0,0,1,0
"30458519",4,1,2,0,2,0,0
"30458520",2,1,0,0,0,0,2
"30458541",3,1,0,1,2,0,0
"30458544",3,1,0,0,1,2,0
"30458550",2,1,0,0,0,0,2
"30458563",4,1,0,2,2,0,0
"30458577",3,1,0,1,1,1,0
"30458580",1,1,0,0,0,1,0
"30458586",4,4,0,2,2,0,0
"30458603",2,1,0,0,0,1,1
"30458609",2,1,0,0,0,0,2
"30458613",2,2,0,0,0,0,2
"30458617",1,1,0,0,0,1,0
"30458618",1,1,0,0,0,0,1
"30458634",1,2,0,0,0,0,1
"30458637",1,1,0,0,0,0,1
"30458651",3,1,1,0,2,0,0
"30458661",2,1,0,0,1,1,0
"30458662",2,1,0,0,1,1,0
"30458682",1,1,0,0,0,1,0
"30458687",2,1,0,0,0,2,0
"30458695",2,1,0,0,0,2,0
"30458704",1,1,0,0,0,1,0
"30458711",1,1,0,0,0,0,1
"30458723",6,4,0,1,3,2,0
"30458724",4,2,0,1,1,2,0
"30458733",4,1,1,0,3,0,0
"30458765",1,1,0,0,1,0,0
"30458766",3,4,1,0,1,1,0
"30458768",5,1,0,3,2,0,0
"30458781",1,1,0,0,0,0,1
"30458784",1,1,0,0,0,0,1
"30458794",2,1,0,0,0,0,2
"30458797",2,1,0,0,0,0,2
"30458824",2,1,0,0,2,0,0
"30458825",1,2,0,0,0,1,0
"30458829",1,1,0,0,0,0,1
"30458836",2,4,0,0,0,1,1
"30458842",3,4,0,0,2,1,0
"30458846",2,4,0,0,0,2,0
"30458850",2,1,0,0,0,1,1
"30458853",3,2,0,0,0,0,3
"30458854",1,1,0,0,0,0,1
"30458855",1,2,0,0,0,1,0
"30458869",1,1,0,0,0,1,0
"30458871",1,1,0,0,0,1,0
"30458883",2,1,0,0,0,2,0
"30458886",6,1,0,2,2,0,2
"30458890",2,1,0,0,0,0,2
"30458896",1,2,0,0,0,0,1
"30458897",1,1,0,0,0,1,0
"30458898",3,1,1,0,2,0,0
"30458904",1,1,0,0,0,0,1
"30458908",2,4,0,0,0,0,2
"30458911",2,1,0,0,0,1,1
"30458923",4,1,0,0,3,1,0
"30458926",7,1,0,3,3,1,0
"30458934",2,2,0,0,2,0,0
"30458943",1,1,0,0,0,0,1
"30458954",2,4,0,0,0,2,0
"30458968",3,2,0,0,1,2,0
"30458969",1,1,0,0,0,1,0
"30458978",1,1,0,0,0,1,0
"30458999",6,2,1,1,3,1,0
"30459002",3,1,0,1,2,0,0
"30459009",6,4,2,2,2,0,0
"30459011",2,4,0,0,0,2,0
"30459013",2,1,0,0,0,0,2
"30459040",2,2,0,0,0,0,2
"30459041",4,1,1,1,2,0,0
"30459044",2,1,0,0,0,0,2
"30459046",1,1,0,0,1,0,0
"30459062",2,1,0,0,1,1,0
"30459082",2,1,0,0,1,1,0
"30459086",5,1,0,2,1,2,0
"30459093",2,1,0,0,0,2,0
"30459123",1,1,0,0,1,0,0
"30459129",2,1,0,0,2,0,0
"30459154",1,2,0,0,0,1,0
"30459156",2,1,0,0,0,2,0
"30459162",4,1,0,2,1,0,1
"30459180",1,2,0,0,0,0,1
"30459183",2,4,0,0,0,1,1
"30459209",1,1,0,0,0,0,1
"30459234",2,2,0,0,0,0,2
"30459240",2,1,0,0,0,1,1
"30459258",1,1,0,0,0,0,1
"30459266",4,1,0,0,2,2,0
"30459270",3,4,0,0,2,1,0
"30459278",1,4,0,0,0,0,1
"30459279",5,4,0,3,2,0,0
"30459290",3,1,0,0,3,0,0
"30459291",2,2,0,0,0,0,2
"30459297",3,2,0,0,1,1,1
"30459337",1,2,0,0,0,1,0
"30459346",2,4,0,0,0,2,0
"30459358",2,1,0,0,0,0,2
"30459362",2,4,0,0,1,1,0
"30459396",2,2,0,0,0,1,1
"30459397",4,1,0,0,2,2,0
"30459415",2,1,0,0,0,0,2
"30459418",1,4,0,0,1,0,0
"30459424",2,4,0,0,0,1,1
"30459429",2,2,1,0,0,1,0
"30459436",1,1,0,0,0,1,0
"30459437",3,1,1,0,2,0,0
"30459457",3,2,1,0,2,0,0
"30459461",1,1,0,0,0,0,1
"30459468",2,1,0,0,0,0,2
"30459469",2,1,0,0,0,0,2
"30459470",1,1,0,0,0,0,1
"30459488",1,2,0,0,0,1,0
"30459495",2,1,0,0,0,2,0
"30459498",3,1,0,0,1,1,1
"30459505",2,4,0,0,0,1,1
"30459509",1,4,0,0,1,0,0
"30459511",2,2,0,0,0,0,2
"30459515",2,4,0,0,0,2,0
"30459527",1,1,0,0,0,0,1
"30459548",4,1,0,2,2,0,0
"30459562",1,1,0,0,0,0,1
"30459563",2,4,0,0,0,2,0
"30459568",2,2,0,0,2,0,0
"30459580",1,4,0,0,0,1,0
"30459581",3,1,0,1,0,1,1
"30459587",2,4,0,0,2,0,0
"30459588",1,1,0,0,0,0,1
"30459589",4,1,2,0,2,0,0
"30459618",1,1,0,0,1,0,0
"30459621",2,2,0,0,0,0,2
"30459643",1,4,0,0,0,0,1
"30459653",2,1,0,0,1,1,0
"30459657",2,4,0,0,0,0,2
"30459675",3,4,0,1,0,2,0
"30459679",5,1,0,2,3,0,0
"30459682",2,2,0,0,0,1,1
"30459691",3,4,0,0,1,1,1
"30459697",2,1,0,0,0,1,1
"30459698",2,1,0,0,0,0,2
"30459705",1,2,0,0,0,1,0
"30459706",1,1,0,0,0,0,1
"30459711",4,1,0,3,0,1,0
"30459733",2,1,0,0,0,0,2
"30459746",1,1,0,0,1,0,0
"30459749",2,4,0,0,2,0,0
"30459751",2,1,0,0,0,0,2
"30459754",2,1,0,0,0,2,0
"30459759",1,1,0,0,0,0,1
"30459762",1,4,0,0,0,0,1
"30459766",1,2,0,0,0,1,0
"30459773",1,1,0,0,1,0,0
"30459775",4,4,0,1,0,2,1
"30459784",5,1,0,3,2,0,0
"30459786",2,1,0,1,1,0,0
"30459794",3,1,0,1,2,0,0
"30459811",5,1,0,3,2,0,0
"30459831",1,4,0,0,0,1,0
"30459839",2,1,0,0,1,1,0
"30459841",4,1,2,0,2,0,0
"30459843",1,4,0,0,0,1,0
"30459854",2,4,0,0,0,2,0
"30459877",3,1,0,0,1,1,1
"30459898",2,4,0,0,0,0,2
"30459903",1,1,0,0,0,0,1
"30459909",2,1,0,0,0,0,2
"30459910",1,4,0,0,0,0,1
"30459911",2,1,0,0,0,1,1
"30459917",3,1,0,0,2,1,0
"30459918",2,4,0,0,0,2,0
"30459928",8,1,1,3,2,1,1
"30459930",2,2,0,0,0,0,2
"30459940",4,1,0,2,0,2,0
"30459949",2,2,0,0,1,1,0
"30459955",1,1,0,0,0,0,1
"30459960",1,4,0,0,0,0,1
"30459992",6,4,0,1,3,2,0
"30460011",2,4,0,0,0,0,2
"30460024",4,1,1,1,2,0,0
"30460029",1,1,0,0,1,0,0
"30460030",1,4,0,0,0,0,1
"30460038",2,1,0,0,0,0,2
"30460047",2,1,0,0,0,1,1
"30460053",3,4,0,1,2,0,0
"30460068",2,4,0,0,0,0,2
"30460076",3,1,1,0,1,1,0
"30460077",6,4,0,3,2,1,0
"30460081",7,1,2,3,2,0,0
"30460083",1,1,0,0,0,0,1
"30460092",4,1,0,1,1,0,2
"30460110",2,1,0,0,0,0,2
"30460127",2,4,0,0,0,0,2
"30460138",2,4,0,0,0,0,2
"30460141",3,1,0,0,3,0,0
"30460145",2,4,0,0,0,0,2
"30460155",3,4,0,0,1,1,1
"30460161",2,1,0,0,0,0,2
"30460165",2,2,0,0,0,0,2
"30460178",3,1,0,0,3,0,0
"30460202",2,2,0,0,0,1,1
"30460221",3,1,0,0,3,0,0
"30460228",2,1,0,0,0,0,2
"30460234",1,1,0,0,0,0,1
"30460236",2,1,0,0,0,0,2
"30460241",1,1,0,0,0,1,0
"30460242",4,1,0,2,2,0,0
"30460244",1,1,0,0,0,0,1
"30460246",4,4,2,0,2,0,0
"30460251",2,4,0,0,0,0,2
"30460268",2,1,0,0,0,2,0
"30460276",2,1,0,0,1,1,0
"30460281",1,1,0,0,0,1,0
"30460293",1,1,0,0,0,1,0
"30460300",1,1,0,0,0,0,1
"30460312",1,1,0,0,0,1,0
"30460316",3,1,0,1,1,1,0
"30460317",2,1,0,0,2,0,0
"30460333",3,1,0,1,0,2,0
"30460342",2,1,0,0,0,0,2
"30460348",1,4,0,0,0,0,1
"30460352",2,1,0,0,0,0,2
"30460355",2,4,0,0,0,2,0
"30460376",4,1,0,2,2,0,0
"30460389",1,2,0,0,0,0,1
"30460402",2,1,0,0,1,1,0
"30460411",4,2,0,2,2,0,0
"30460412",1,1,0,0,1,0,0
"30460416",1,1,0,0,0,1,0
"30460427",5,1,0,3,2,0,0
"30460435",5,1,0,2,3,0,0
"30460449",1,1,0,0,1,0,0
"30460450",4,1,2,0,2,0,0
"30460457",1,1,0,0,0,0,1
"30460458",5,1,0,3,2,0,0
"30460471",2,1,0,0,0,1,1
"30460481",3,1,0,0,1,1,1
"30460484",2,1,0,0,0,0,2
"30460486",3,1,0,0,2,0,1
"30460492",1,4,0,0,0,1,0
"30460493",1,1,0,0,0,0,1
"30460497",4,1,0,2,2,0,0
"30460500",2,1,0,0,0,0,2
"30460517",4,1,1,1,2,0,0
"30460518",4,1,1,0,2,1,0
"30460527",2,1,0,0,1,1,0
"30460537",4,1,0,1,1,2,0
"30460555",2,4,0,0,0,1,1
"30460556",2,1,0,0,0,0,2
"30460558",1,1,0,0,0,1,0
"30460581",5,4,0,1,3,0,1
"30460594",1,4,0,0,0,0,1
"30460609",1,1,0,0,1,0,0
"30460610",2,1,0,0,0,1,1
"30460615",2,1,0,0,1,1,0
"30460626",2,4,0,0,1,1,0
"30460627",4,1,1,1,2,0,0
"30460633",1,2,0,0,0,0,1
"30460637",2,1,0,0,0,2,0
"30460645",2,1,0,0,0,2,0
"30460655",2,1,0,0,0,0,2
"30460662",5,1,0,1,2,0,2
"30460671",2,1,0,0,0,0,2
"30460674",1,1,0,0,0,0,1
"30460676",2,2,0,0,0,1,1
"30460697",2,1,0,0,0,2,0
"30460701",4,4,0,2,2,0,0
"30460702",1,1,0,0,1,0,0
"30460703",2,1,0,1,1,0,0
"30460710",3,1,0,0,1,0,2
"30460719",2,4,0,0,0,2,0
"30460722",4,1,0,2,2,0,0
"30460735",5,1,0,2,3,0,0
"30460744",2,1,0,0,0,0,2
"30460763",2,4,0,0,0,0,2
"30460791",2,1,0,0,0,2,0
"30460795",2,1,0,0,2,0,0
"30460799",2,1,0,0,0,0,2
"30460804",2,4,0,0,0,1,1
"30460830",1,1,0,0,0,0,1
"30460858",3,4,0,1,0,0,2
"30460864",3,4,0,1,0,2,0
"30460868",1,1,0,0,0,1,0
"30460875",2,1,0,0,0,0,2
"30460898",2,4,0,0,2,0,0
"30460902",1,1,0,0,0,0,1
"30460904",2,1,0,0,2,0,0
"30460905",2,1,0,0,0,2,0
"30460932",2,1,0,0,1,0,1
"30460933",2,4,0,0,1,1,0
"30460935",2,1,0,0,0,1,1
"30460959",2,4,0,0,0,0,2
"30460976",2,1,0,0,0,2,0
"30460982",3,1,0,0,1,2,0
"30460986",1,1,0,0,0,1,0
"30460999",3,1,0,1,2,0,0
"30461000",1,1,0,0,1,0,0
"30461002",2,1,0,0,0,2,0
"30461004",1,1,0,0,0,1,0
"30461020",4,2,0,3,1,0,0
"30461022",3,1,0,2,1,0,0
"30461025",2,1,0,0,2,0,0
"30461026",2,1,0,0,0,0,2
"30461041",1,2,0,0,0,1,0
"30461056",4,1,0,2,1,1,0
"30461071",3,1,0,0,0,1,2
"30461090",2,1,0,0,0,0,2
"30461096",1,1,0,0,0,1,0
"30461104",2,4,0,0,0,0,2
"30461106",1,1,0,0,0,1,0
"30461119",2,1,0,0,0,2,0
"30461124",1,1,0,0,0,0,1
"30461126",4,1,2,0,2,0,0
"30461131",3,1,0,0,1,2,0
"30461145",2,1,0,0,0,1,1
"30461153",3,4,0,1,2,0,0
"30461161",2,1,0,0,0,2,0
"30461167",1,1,0,0,1,0,0
"30461173",2,2,0,0,0,0,2
"30461178",1,1,0,0,1,0,0
"30461182",2,1,0,1,1,0,0
"30461187",3,1,0,0,1,2,0
"30461191",3,1,0,0,0,3,0
"30461196",1,1,0,0,0,0,1
"30461199",2,1,0,0,0,0,2
"30461212",1,1,0,0,1,0,0
"30461217",3,1,0,0,0,1,2
"30461218",2,1,0,1,1,0,0
"30461219",2,1,0,0,0,0,2
"30461238",2,2,0,0,0,0,2
"30461244",2,4,0,0,0,1,1
"30461259",2,4,0,0,0,1,1
"30461271",3,1,0,1,0,2,0
"30461274",2,1,0,0,0,1,1
"30461276",1,2,0,0,0,0,1
"30461284",1,1,0,0,1,0,0
"30461305",4,2,0,1,0,1,2
"30461308",3,4,0,0,1,0,2
"30461311",2,4,0,0,0,2,0
"30461341",2,4,0,0,0,0,2
"30461349",2,2,0,0,0,0,2
"30461353",2,4,0,0,2,0,0
"30461356",1,1,0,0,1,0,0
"30461357",4,1,0,2,2,0,0
"30461359",3,1,0,0,3,0,0
"30461366",2,4,0,0,0,0,2
"30461372",1,4,0,0,0,1,0
"30461387",3,1,1,0,2,0,0
"30461410",2,2,0,0,0,0,2
"30461417",2,2,0,0,0,0,2
"30461420",4,1,0,2,1,0,1
"30461425",1,1,0,0,1,0,0
"30461440",1,1,0,0,0,1,0
"30461447",1,1,0,0,0,0,1
"30461466",2,4,0,0,0,2,0
"30461474",2,4,0,0,0,0,2
"30461484",1,4,0,0,0,0,1
"30461485",2,1,0,0,0,0,2
"30461491",2,2,0,0,0,2,0
"30461497",1,1,0,0,0,1,0
"30461505",2,4,0,0,0,2,0
"30461517",1,1,0,0,1,0,0
"30461523",5,1,1,1,3,0,0
"30461525",1,1,0,0,1,0,0
"30461530",1,1,0,0,1,0,0
"30461547",3,1,0,0,1,2,0
"30461558",4,1,0,2,1,1,0
"30461567",1,1,0,0,0,0,1
"30461569",4,1,0,0,2,2,0
"30461571",4,1,0,2,2,0,0
"30461577",1,1,0,0,0,0,1
"30461584",2,1,0,0,0,0,2
"30461585",2,1,0,0,0,2,0
"30461587",2,4,0,0,0,1,1
"30461598",3,1,0,1,1,1,0
"30461602",2,1,0,0,2,0,0
"30461603",1,4,0,0,0,0,1
